personid,age,gender
1715373004,1,2
1715374901,8,1
1715374902,7,2
1715374903,2,2
1715374904,2,1
1715375101,9,2
1715378801,6,1
1715382901,7,1
1715382902,6,1
1715383201,6,1
1715383401,7,1
1715383402,6,2
1715383403,1,2
1715383404,1,2
1715385201,6,1
1715386001,6,3
1715386501,7,1
1715386502,1,2
1715391301,7,1
1715393201,7,2
1715395901,10,1
1715395902,10,2
1715397801,8,2
1715397802,8,1
1715397803,5,1
1715397804,2,1
1715402001,6,3
1715402002,6,3
1715410101,7,1
1715410102,6,2
1715410801,5,1
1715412901,9,1
1715412902,10,2
1715415201,7,1
1715415202,8,2
1715415203,2,2
1715419901,7,2
1715419902,6,1
